名前,ふりがな,アドレス,性別,年齢,誕生日,婚姻,血液型,都道府県,電話番号,携帯,キャリア,カレーの食べ方
八田 克実,やつだ かつみ,yatsuda_katsumi@example.com,男,24,1993/12/30,既婚,B型,埼玉県,091-899-5399,080-8779-6521,ドコモ,手前ルー・別口派
矢作 知世,やはぎ ちせ,yahagi_chise@example.com,女,28,1989/11/9,既婚,AB型,埼玉県,027-692-8838,080-5531-2290,ドコモ,左ルー・せき止め派
林田 早織,はやしだ さおり,hayashida_saori@example.com,女,52,1966/1/2,既婚,A型,東京都,044-842-3362,090-9272-4541,ソフトバンク,左ルー・せき止め派
松岡 莉緒,まつおか りお,matsuoka_rio@example.com,女,30,1988/7/31,既婚,A型,千葉県,038-660- 428,080-4146-6580,au,左ルー・別口派
梅沢 季衣,うめざわ としえ,umezawa_toshie@example.com,女,30,1988/9/29,既婚,A型,和歌山県,067-790-1203,090-4859-1149,ドコモ,左ルー・ルー攻め派
風間 孝太郎,かざま こうたろう,kazama_koutarou@example.com,男,70,1948/1/11,既婚,A型,群馬県,050-126-1105,080-7798-8728,au,別盛り・別口派
植木 勇介,うえき ゆうすけ,ueki_yuusuke@example.com,男,71,1947/7/13,既婚,O型,福岡県,014-924-3514,090-9690-3209,au,左ルー・混ぜ混ぜ派
首藤 大樹,すどう ひろき,sudou_hiroki@example.com,男,68,1950/11/1,既婚,AB型,兵庫県,077-815-9101,090-1592-7570,au,左ルー・別口派
小室 克実,こむろ かつみ,komuro_katsumi@example.com,男,43,1975/3/26,既婚,O型,大分県,088-232-8404,090-4941-1938,au,別盛り・混ぜ混ぜ派
藤沢 佳乃,ふじさわ よしの,fujisawa_yoshino@example.com,女,44,1973/11/5,既婚,B型,宮城県,096-  3-3507,080-7927-5141,ソフトバンク,右ルー・せき止め派
柏原 怜奈,かしわら れいな,kashiwara_reina@example.com,女,77,1941/9/8,既婚,O型,兵庫県,059-974-6896,090-7457-4373,ドコモ,奥ルー・せき止め派
藤村 ジローラモ,ふじむら じろーらも,fujimura_girolamo@example.com,男,24,1994/1/8,未婚,B型,茨城県,069-384-1798,080-7031-8046,ドコモ,奥ルー・ルー攻め派
斉藤 小百合,さいとう さゆり,saitou_sayuri@example.com,女,34,1984/6/21,既婚,B型,北海道,052-747-7570,090-1287-4046,au,右ルー・ルー攻め派
赤松 友也,あかまつ ともや,akamatsu_tomoya@example.com,男,29,1989/4/10,未婚,B型,千葉県,012-818-7847,080-9841-1112,ドコモ,左ルー・別口派
相原 禄郎,あいはら ろくろう,aihara_rokurou@example.com,男,75,1942/11/30,既婚,B型,北海道,075-996-6369,080-5796-4010,au,奥ルー・混ぜ混ぜ派
森永 あい,もりなが あい,morinaga_ai@example.com,女,73,1945/7/6,既婚,O型,千葉県,028-201-9545,090-3370-7466,ドコモ,奥ルー・混ぜ混ぜ派
西秋 綾女,にしあき あやめ,nishiaki_ayame@example.com,女,23,1995/10/18,既婚,O型,兵庫県,031-282-5558,080-5895-8590,ドコモ,ぶっかけ・ルー攻め派
松下 ひろ子,まつした ひろこ,matsushita_hiroko@example.com,女,79,1939/1/5,既婚,O型,鹿児島県,026-610-1148,080-4239-1215,ドコモ,左ルー・混ぜ混ぜ派
佐古 芽以,さこ めい,sako_mei@example.com,女,31,1987/7/6,既婚,A型,東京都,059-108-6746,080-4075-7468,ドコモ,左ルー・せき止め派
神崎 秀樹,かんざき ひでき,kannzaki_hideki@example.com,男,41,1977/6/22,既婚,AB型,愛媛県,0 1-394-7886,080-6329-4635,ドコモ,左ルー・混ぜ混ぜ派
吉村 杏,よしむら あん,yoshimura_ann@example.com,女,64,1954/7/29,既婚,O型,神奈川県,042-819- 580,090-9644-6713,ドコモ,手前ルー・せき止め派
安部 隆博,あべ たかひろ,abe_takahiro@example.com,男,21,1997/2/24,既婚,O型,北海道,062-156-2102,090-  29-6558,au,ぶっかけ・混ぜ混ぜ派
戎 将也,えびす まさや,ebisu_masaya@example.com,男,62,1956/7/17,既婚,AB型,大阪府,024-910-7103,090-4199-6591,ソフトバンク,ぶっかけ・せき止め派
田畑 信輔,たばた しんすけ,tabata_shinsuke@example.com,男,57,1960/12/24,既婚,O型,兵庫県,050-194-2694,080-5596-7390,au,左ルー・混ぜ混ぜ派
岡島 慶二,おかじま けいじ,okajima_keiji@example.com,男,74,1944/2/19,既婚,B型,群馬県,098-510- 120,080-6776-5823,ドコモ,左ルー・ルー攻め派
安達 涼子,あだち りょうこ,adachi_ryouko@example.com,女,36,1982/8/19,既婚,O型,岩手県,091-567-7103,090-2056-7410,au,左ルー・せき止め派
志村 研二,しむら けんじ,shimura_kenji@example.com,男,62,1956/2/14,既婚,O型,鹿児島県,049-774-5345,080-7073-2406,ドコモ,右ルー・ルー攻め派
笹川 そら,ささがわ そら,sasagawa_sora@example.com,女,74,1944/4/2,既婚,B型,秋田県,011-769-1550,090-3823-7237,au,左ルー・せき止め派
大槻 恵梨香,おおつき えりか,ootsuki_erika@example.com,女,27,1991/2/15,既婚,B型,東京都,026-651-8482,090-6385- 793,ドコモ,右ルー・せき止め派
松田 龍吉,まつだ りゅうきち,matsuda_ryuukichi@example.com,男,63,1955/6/22,既婚,A型,大阪府,086-996-7311,090-5627-2863,ドコモ,左ルー・ルー攻め派
大河内 千佳子,おおこうち ちかこ,ookouchi_chikako@example.com,女,70,1948/5/14,既婚,O型,愛知県,085-891-5498,080- 997- 623,au,別盛り・混ぜ混ぜ派
青木 健,あおき けん,aoki_ken@example.com,男,37,1981/8/5,既婚,B型,愛知県,044-368-4553,090- 897-1522,au,左ルー・ナン派
古田 利夫,ふるた としお,furuta_toshio@example.com,男,45,1972/12/6,既婚,AB型,千葉県,078-559- 420,080-4383-5933,ドコモ,左ルー・せき止め派
塩谷 美帆,しおや みほ,shioya_miho@example.com,女,23,1994/11/24,既婚,O型,神奈川県,030-613-5012,090-3194-1773,ドコモ,奥ルー・別口派
飯島 淳子,いいじま あつこ,iijima_atsuko@example.com,女,25,1993/9/2,未婚,O型,神奈川県,0 7-107-4576,090-7141-9924,ドコモ,左ルー・別口派
竹田 将也,たけだ まさや,takeda_masaya@example.com,男,66,1952/5/15,既婚,O型,徳島県,079-327-3648,090-3326-3367,au,ぶっかけ・ナン派
星 結衣,ほし ゆい,hoshi_yui@example.com,女,61,1957/9/27,既婚,A型,長野県,083-810-2698,090-8403- 182,ドコモ,右ルー・ルー攻め派
外山 三郎,そとやま さぶろう,sotoyama_saburou@example.com,男,29,1989/9/15,未婚,A型,兵庫県,0 1-228-4543,090-1439-6630,ソフトバンク,ぶっかけ・ナン派
大竹 ひとり,おおたけ ひとり,ootake_hitori@example.com,男,49,1968/11/18,既婚,A型,熊本県,098-740-3659,080-3139-9265,au,左ルー・せき止め派
秋本 奈月,あきもと なつき,akimoto_natsuki@example.com,女,39,1978/11/18,未婚,AB型,福岡県,078- 16-9207,080-2823-2232,ドコモ,奥ルー・ルー攻め派
鶴田 染五郎,つるた そめごろう,tsuruta_somegorou@example.com,男,27,1991/10/17,未婚,A型,東京都,011-292-8286,080-8503-9885,ドコモ,ぶっかけ・混ぜ混ぜ派
飯田 兼,いいだ けん,iida_ken@example.com,男,46,1972/1/20,既婚,O型,滋賀県,074- 84-6426,080- 235-1376,ドコモ,奥ルー・ルー攻め派
坂井 ひとり,さかい ひとり,sakai_hitori@example.com,男,61,1957/2/22,既婚,A型,神奈川県,097- 50-7395,080-5548-9653,ドコモ,奥ルー・混ぜ混ぜ派
森脇 大樹,もりわき ひろき,moriwaki_hiroki@example.com,男,38,1980/6/15,既婚,A型,宮城県,073-920-  67,090-9622-3630,ソフトバンク,ぶっかけ・せき止め派
秋山 法子,あきやま のりこ,akiyama_noriko@example.com,女,70,1948/8/2,既婚,A型,長野県,096-601-5558,090-9564-8773,ドコモ,左ルー・ルー攻め派
森脇 満,もりわき みつる,moriwaki_mitsuru@example.com,男,27,1991/3/20,既婚,B型,福島県,082-875-9630,080-7131-6907,ソフトバンク,左ルー・ナン派
依田 遥,よりた はるか,yorita_haruka@example.com,女,72,1946/4/22,既婚,O型,東京都,019-909-4954,090-4827- 367,au,右ルー・混ぜ混ぜ派
芦田 真希,あしだ まき,ashida_maki@example.com,女,80,1938/6/19,既婚,AB型,山口県,064-737-8597,090-2449-2867,ドコモ,奥ルー・せき止め派
浅見 咲,あさみ さき,asami_saki@example.com,女,38,1980/5/30,既婚,O型,兵庫県,0 1-440-2968,090-7689- 242,ドコモ,ぶっかけ・せき止め派
高畑 和之,たかばた かずゆき,takabata_kazuyuki@example.com,男,31,1987/6/10,未婚,O型,神奈川県,097-356-4990,080-9780-6169,ドコモ,左ルー・せき止め派
角田 徹,かどた とおる,kadota_tooru@example.com,男,43,1974/11/10,既婚,O型,京都府,016-  2- 585,090-2814-6622,au,奥ルー・せき止め派
田中 美佐子,たなか みさこ,tanaka_misako@example.com,女,75,1943/7/14,既婚,O型,長野県,037-807-4307,090-1358-4401,ドコモ,ぶっかけ・ルー攻め派
坂井 美優,さかい みゅう,sakai_myuu@example.com,女,67,1951/2/13,既婚,A型,鹿児島県,013-865-4778,090-5455-1278,ドコモ,手前ルー・ルー攻め派
佐古 季衣,さこ としえ,sako_toshie@example.com,女,69,1949/8/31,既婚,A型,愛知県,093-464-7110,090-3078-9627,au,左ルー・せき止め派
石本 完爾,いしもと かんじ,ishimoto_kanji@example.com,男,74,1944/8/17,既婚,O型,東京都,034-629-2316,090-5958- 356,au,ぶっかけ・ナン派
岡田 新太,おかだ あらた,okada_arata@example.com,男,25,1993/10/13,未婚,O型,福島県,054-360-8406,090-2535-9600,ソフトバンク,左ルー・ルー攻め派
国分 輝信,こくぶん あきのぶ,kokubunn_akinobu@example.com,男,67,1950/12/30,既婚,B型,京都府,028-589-5134,080-6939-2440,ソフトバンク,奥ルー・せき止め派
大野 勝久,おおの かつひさ,oono_katsuhisa@example.com,男,55,1963/7/13,既婚,O型,大阪府,087-483-4357,080- 611-2758,au,左ルー・ルー攻め派
高瀬 貴嶺,たかせ たかね,takase_takane@example.com,男,62,1956/6/7,既婚,B型,東京都,034-475-6604,090-6935-3197,ドコモ,ぶっかけ・ルー攻め派
榊原 さやか,さかきばら さやか,sakakibara_sayaka@example.com,女,58,1959/11/28,既婚,O型,福岡県,042-882-1654,090-6389-2684,ドコモ,ぶっかけ・せき止め派
城戸 一樹,きど かずき,kido_kazuki@example.com,男,28,1990/10/24,既婚,O型,東京都,093-444-1733,080-7266-3064,ドコモ,奥ルー・せき止め派
川井 杏,かわい あん,kawai_ann@example.com,女,27,1991/9/12,未婚,B型,岐阜県,012-744-8904,080- 556-9359,ドコモ,左ルー・混ぜ混ぜ派
津川 たまき,つがわ たまき,tsugawa_tamaki@example.com,女,64,1954/7/16,既婚,A型,埼玉県,081-535-5480,080- 444-8675,ドコモ,右ルー・別口派
北沢 由樹,きたざわ ゆき,kitazawa_yuki@example.com,女,57,1961/2/9,既婚,B型,神奈川県,089-561-9376,080-5301-8099,ドコモ,ぶっかけ・ナン派
松沢 めぐみ,まつざわ めぐみ,matsuzawa_megumi@example.com,女,61,1957/1/28,既婚,B型,東京都,089-780- 238,090-7027-2800,ソフトバンク,手前ルー・ナン派
尾崎 友香,おざき ともか,ozaki_tomoka@example.com,女,64,1954/1/4,既婚,B型,北海道,025-956-5912,080-2833-8202,ソフトバンク,別盛り・せき止め派
石沢 早織,いしざわ さおり,ishizawa_saori@example.com,女,62,1956/5/5,既婚,O型,神奈川県,082-543-1046,080-4181-2251,ソフトバンク,右ルー・別口派
杉下 了,すぎした りょう,sugishita_ryou@example.com,男,34,1984/10/20,既婚,A型,愛媛県,099-662- 109,080-3828-5328,ソフトバンク,右ルー・せき止め派
土屋 千夏,つちや ちなつ,tsuchiya_chinatsu@example.com,女,63,1955/6/18,既婚,O型,神奈川県,017-991-1099,090-5035-8689,ドコモ,ぶっかけ・ルー攻め派
会田 佳乃,あいだ よしの,aida_yoshino@example.com,女,30,1988/10/14,既婚,O型,大阪府,051-661-2630,080-6442-9301,ソフトバンク,奥ルー・別口派
志田 雅之,しだ まさゆき,shida_masayuki@example.com,男,53,1965/8/14,既婚,O型,神奈川県,062-503-2250,080-4821-3486,ドコモ,奥ルー・ルー攻め派
岩井 翔子,いわい しょうこ,iwai_shouko@example.com,女,46,1972/6/28,未婚,O型,群馬県,095-339-8928,080-8265-6514,au,手前ルー・混ぜ混ぜ派
坂井 誠一,さかい せいいち,sakai_seiichi@example.com,男,67,1951/3/20,既婚,O型,長野県,029-629-9360,090-4128-4268,ドコモ,ぶっかけ・ルー攻め派
塩見 智花,しおみ ともか,shiomi_tomoka@example.com,女,59,1959/2/1,既婚,A型,東京都,0 8-228-2048,090-7282-9120,ドコモ,手前ルー・ルー攻め派
有村 礼子,ありむら れいこ,arimura_reiko@example.com,女,29,1989/3/27,既婚,B型,東京都,086-415-7343,080-8783-5368,au,奥ルー・別口派
大熊 愛子,おおくま あいこ,ookuma_aiko@example.com,女,56,1962/6/16,既婚,AB型,茨城県,043-810-7714,080- 685-2576,au,左ルー・ルー攻め派
重田 明日,しげた めいび,shigeta_meibi@example.com,女,28,1989/12/29,未婚,B型,愛知県,058-259-9018,080-1439-2766,au,ぶっかけ・ルー攻め派
高山 恵麻,たかやま えま,takayama_ema@example.com,女,46,1972/3/12,既婚,AB型,北海道,016-293-9369,090-7166-8941,ドコモ,左ルー・混ぜ混ぜ派
中塚 大樹,なかづか ひろき,nakaduka_hiroki@example.com,男,42,1975/11/22,既婚,A型,東京都,062-458-6119,080-4186-4954,ソフトバンク,左ルー・ルー攻め派
坂野 有海,いたの あみ,itano_ami@example.com,女,68,1950/8/15,既婚,A型,静岡県,0 1-590-3820,090-3879-8610,au,左ルー・せき止め派
牧田 優,まきた ゆう,makita_yuu@example.com,男,60,1958/10/7,既婚,A型,東京都,033-555-8508,080-3801-8763,ドコモ,左ルー・せき止め派
野本 ヒカル,のもと ひかる,nomoto_hikaru@example.com,女,75,1943/2/21,既婚,B型,北海道,046-731-3278,090-3002-5684,ドコモ,左ルー・せき止め派
真鍋 茂樹,まなべ しげき,manabe_shigeki@example.com,男,69,1948/12/13,既婚,B型,宮崎県,068-276-2052,080- 247-5653,ドコモ,左ルー・混ぜ混ぜ派
相田 祐基,あいだ ゆうき,aida_yuuki@example.com,男,27,1991/3/8,未婚,O型,栃木県,069-410-5706,080-2384-5259,ドコモ,奥ルー・混ぜ混ぜ派
市川 樹里,いちかわ じゅり,ichikawa_juri@example.com,女,52,1966/5/13,既婚,A型,神奈川県,097-113-5583,090-9737-1116,au,右ルー・混ぜ混ぜ派
大倉 京子,おおくら きょうこ,ookura_kyouko@example.com,女,80,1937/12/17,既婚,A型,山口県,057-113-3325,080-1621-1362,ソフトバンク,左ルー・せき止め派
中村 博明,なかむら ひろあき,nakamura_hiroaki@example.com,男,41,1977/1/13,既婚,B型,鹿児島県,070-754-1239,090-3134- 923,au,ぶっかけ・せき止め派
小野田 菊生,おのだ きくお,onoda_kikuo@example.com,男,28,1990/3/6,未婚,A型,長野県,082-183- 756,090-2771-9733,ソフトバンク,右ルー・ルー攻め派
手塚 明慶,てづか あきよし,teduka_akiyoshi@example.com,男,66,1952/10/14,既婚,O型,島根県,018-321-4232,080-5416-8244,ドコモ,左ルー・ルー攻め派
藤村 慎之介,ふじむら しんのすけ,fujimura_shinnosuke@example.com,男,37,1981/2/14,未婚,B型,宮崎県,013-621-2772,080-4463-3376,ドコモ,ぶっかけ・ルー攻め派
沢尻 ひろ子,さわじり ひろこ,sawajiri_hiroko@example.com,女,30,1987/12/15,既婚,A型,奈良県,021-626-2306,090-8469-8351,au,奥ルー・混ぜ混ぜ派
宮沢 紗季,みやざわ さき,miyazawa_saki@example.com,女,47,1971/8/24,既婚,O型,福島県,028-373-1966,080-5663-5846,au,手前ルー・別口派
沼田 まなみ,ぬまた まなみ,numata_manami@example.com,女,34,1983/11/25,既婚,O型,福岡県,089- 30-5131,090-3547-4784,ドコモ,手前ルー・ルー攻め派
矢野 奈央,やの なお,yano_nao@example.com,女,78,1940/9/3,既婚,A型,沖縄県,056-526-6305,080-7949-8771,ドコモ,ぶっかけ・ルー攻め派
吉永 竜也,よしなが たつや,yoshinaga_tatsuya@example.com,男,48,1970/2/2,既婚,A型,千葉県,0 3-312-6033,090-4142- 997,ドコモ,左ルー・別口派
田辺 秀隆,たなべ ひでたか,tanabe_hidetaka@example.com,男,47,1971/2/14,既婚,AB型,大阪府,049-291-8372,090-7275-3756,au,右ルー・混ぜ混ぜ派
大沼 優,おおぬま ゆう,oonuma_yuu@example.com,女,75,1942/11/17,既婚,O型,広島県,032-863-4464,090-1663-5106,au,手前ルー・せき止め派
塩見 ケンイチ,しおみ けんいち,shiomi_kenichi@example.com,男,47,1970/12/22,既婚,A型,愛知県,030-398-  32,080-9304-7817,ドコモ,ぶっかけ・別口派
内藤 れいな,ないとう れいな,naitou_reina@example.com,女,42,1976/7/13,既婚,A型,千葉県,069-736-1826,080-7338-3858,ドコモ,左ルー・せき止め派
井田 薫,いだ かおる,ida_kaoru@example.com,女,37,1980/12/9,既婚,O型,福岡県,0 2-134-9705,080-9443-6058,ドコモ,ぶっかけ・混ぜ混ぜ派
清水 草太,しみず そうた,shimizu_souta@example.com,男,27,1991/3/30,未婚,O型,兵庫県,031-960-4631,090-1701-4421,ドコモ,左ルー・せき止め派
本橋 明日,もとはし めいび,motohashi_meibi@example.com,女,24,1994/1/5,既婚,B型,岐阜県,064-137-8253,080-4724-5501,au,右ルー・せき止め派
野田 栄一,のだ えいいち,noda_eiichi@example.com,男,71,1947/6/28,既婚,B型,東京都,094-125-8606,080-4612-9163,ソフトバンク,右ルー・せき止め派
小川 研二,おがわ けんじ,ogawa_kenji@example.com,男,76,1942/9/16,既婚,B型,兵庫県,014-209- 800,080-1639-1139,au,手前ルー・せき止め派
成瀬 晴臣,なるせ はるおみ,naruse_haruomi@example.com,男,69,1949/3/3,既婚,O型,埼玉県,025-105-8489,090-2899-6389,ドコモ,右ルー・混ぜ混ぜ派
菅谷 莉緒,すがや りお,sugaya_rio@example.com,女,78,1939/11/12,既婚,A型,愛媛県,020-870-6399,080-1866-9390,ドコモ,右ルー・別口派
長野 秀樹,ながの ひでき,nagano_hideki@example.com,男,68,1950/8/10,既婚,B型,広島県,047-484-3274,080-7132-6965,ソフトバンク,ぶっかけ・混ぜ混ぜ派
長澤 一輝,ながさわ かずき,nagasawa_kazuki@example.com,男,23,1995/4/9,未婚,A型,神奈川県,0 2-262-1974,090-4056-7754,ドコモ,左ルー・別口派
三谷 ヒロ,みたに ひろ,mitani_hiro@example.com,男,41,1977/3/15,既婚,A型,東京都,012- 88-6245,090-8607-7787,au,左ルー・ルー攻め派
車 千佳子,くるま ちかこ,kuruma_chikako@example.com,女,77,1940/12/2,既婚,AB型,東京都,021-579-1164,090-2864-2496,ドコモ,左ルー・混ぜ混ぜ派
秋山 涼,あきやま りょう,akiyama_ryou@example.com,女,33,1985/8/16,既婚,B型,埼玉県,0 7-883- 487,080-6692-1946,ツーカー,左ルー・せき止め派
